1000
3148
0, 264
0, 747
0, 861
1, 515
1, 605
2, 192
2, 416
2, 451
3, 600
3, 747
4, 164
4, 292
4, 758
4, 779
5, 745
6, 261
6, 824
6, 940
7, 239
7, 305
7, 628
8, 499
8, 989
9, 407
9, 914
11, 263
11, 570
11, 603
13, 92
13, 466
13, 539
13, 554
13, 833
13, 935
14, 40
14, 76
14, 296
14, 440
14, 451
14, 670
15, 84
15, 381
16, 213
16, 610
16, 682
16, 919
17, 971
18, 332
18, 612
18, 681
18, 900
19, 281
19, 599
19, 642
19, 798
19, 854
20, 368
20, 993
22, 905
23, 45
24, 89
24, 125
24, 214
24, 313
24, 542
24, 678
24, 694
24, 753
25, 408
25, 894
26, 313
26, 521
26, 566
26, 772
27, 350
27, 377
27, 963
28, 931
29, 117
29, 775
29, 993
30, 772
31, 517
32, 195
32, 237
33, 114
33, 390
33, 392
33, 496
33, 750
33, 867
34, 438
34, 534
34, 537
34, 563
34, 884
34, 954
35, 405
35, 439
35, 459
35, 744
35, 786
35, 933
35, 994
36, 338
36, 353
36, 527
38, 111
38, 206
39, 420
39, 679
40, 14
40, 451
40, 991
41, 299
41, 737
42, 312
42, 558
42, 885
42, 971
43, 400
43, 771
43, 937
44, 59
44, 656
44, 667
44, 802
45, 23
45, 145
45, 297
45, 857
46, 226
46, 227
46, 408
47, 811
48, 270
48, 652
48, 789
49, 68
49, 175
50, 183
50, 449
50, 617
50, 857
51, 230
51, 884
52, 59
52, 144
52, 404
52, 657
52, 936
53, 187
54, 211
54, 292
54, 598
54, 822
54, 858
55, 422
55, 453
55, 806
55, 847
56, 120
56, 245
56, 265
56, 488
56, 638
56, 714
56, 738
56, 759
57, 184
57, 321
57, 465
57, 603
57, 865
59, 44
59, 52
59, 179
59, 344
59, 360
59, 922
60, 230
60, 636
60, 643
61, 74
61, 298
61, 304
61, 563
61, 666
61, 699
61, 714
61, 947
62, 131
62, 234
62, 964
63, 452
63, 575
63, 674
64, 277
64, 933
64, 948
65, 285
65, 290
65, 327
66, 74
66, 157
66, 712
67, 519
67, 825
67, 848
68, 49
68, 175
68, 294
68, 300
69, 287
69, 920
69, 955
70, 334
71, 194
71, 474
72, 918
73, 221
74, 61
74, 66
74, 235
74, 917
74, 947
75, 795
76, 14
76, 219
76, 252
76, 321
76, 708
76, 995
77, 205
78, 494
78, 825
78, 856
78, 997
79, 450
80, 113
80, 447
80, 882
81, 250
81, 651
81, 796
82, 625
82, 707
82, 762
83, 700
83, 712
84, 15
84, 216
84, 360
84, 377
84, 647
85, 482
85, 814
85, 841
85, 963
86, 339
87, 307
87, 311
87, 475
88, 136
88, 218
88, 935
89, 24
89, 819
90, 397
90, 574
91, 546
91, 709
92, 13
92, 284
93, 140
93, 303
93, 444
93, 507
93, 761
93, 774
94, 196
94, 260
94, 612
94, 720
94, 967
95, 154
95, 295
95, 992
96, 703
96, 807
96, 909
97, 122
98, 168
98, 321
98, 579
98, 843
98, 900
98, 962
98, 993
99, 632
99, 787
99, 865
99, 876
99, 897
99, 954
100, 645
100, 672
100, 960
101, 154
101, 241
101, 249
101, 591
102, 258
102, 388
102, 395
102, 454
102, 674
102, 676
103, 279
103, 666
103, 947
104, 132
104, 606
104, 799
