40000
80000
0, 1, 0.9002227975780349
0, 200, 0.1744275974894507
1, 2, 0.10739737645528613
1, 39801, 0.25704237086875015
2, 3, 0.1413056624989384
2, 202, 0.9005988116258994
3, 4, 0.40799100462972093
3, 39803, 0.6843482643474763
4, 5, 0.5515014519250019
4, 204, 0.7537955858745027
5, 6, 0.1384195053653473
5, 39805, 0.8662999371318734
6, 7, 0.23457776003894015
6, 206, 0.5175146410515981
7, 8, 0.8810147756548411
7, 39807, 0.7331836225833147
8, 9, 0.8017822608106573
8, 208, 0.7344827303187434
9, 10, 0.04720259368470603
9, 39809, 0.28163493777288906
10, 11, 0.399161274411194
10, 210, 0.4603672569831253
11, 12, 0.4748729440911217
11, 39811, 0.15424447741264946
12, 13, 0.5559833232428172
12, 212, 0.9450103051948412
13, 14, 0.31759721849193423
13, 39813, 0.4068674035800256
14, 15, 0.7050533710490657
14, 214, 0.559960816526157
15, 16, 0.7919257373094207
15, 39815, 0.15258152128706315
16, 17, 0.412525800201743
16, 216, 0.1978326270703754
17, 18, 0.978799662208184
17, 39817, 0.013849645445598746
18, 19, 0.41321595461105587
18, 218, 0.806395141163126
19, 20, 0.6220784645989694
19, 39819, 0.4879011996893823
20, 21, 0.9082124990475965
20, 220, 0.2752098046457446
21, 22, 0.3072515683065977
21, 39821, 0.6154716593259961
22, 23, 0.6669827682859103
22, 222, 0.45575934660993345
23, 24, 0.8254835010092189
23, 39823, 0.7936995656602353
24, 25, 0.0632978886220853
24, 224, 0.5269807000350489
25, 26, 0.5696745950803975
25, 39825, 0.19414421017778982
26, 27, 0.5247774126296936
26, 226, 0.4609365516550292
27, 28, 0.39017916818621523
27, 39827, 0.8644475144531816
28, 29, 0.1617103926944068
28, 228, 0.13166373823759658
29, 30, 0.4589620473824654
29, 39829, 0.6737433238379061
30, 31, 0.7384607946047027
30, 230, 0.6069638834988865
31, 32, 0.848645723952185
31, 39831, 0.18050849882628273
32, 33, 0.777232756621702
32, 232, 0.3515972731656606
33, 34, 0.6607209656925586
33, 39833, 0.7171412746374677
34, 35, 0.4373479372040314
34, 234, 0.5133014129218677
35, 36, 0.7624784622712059
35, 39835, 0.4162709110346572
36, 37, 0.9957393992122385
36, 236, 0.9072117347944256
37, 38, 0.48129524479272046
37, 39837, 0.9941508247840664
38, 39, 0.08046637448710348
38, 238, 0.7391765331539168
39, 40, 0.5671847178923682
39, 39839, 0.03317173033287846
40, 41, 0.8446444282599658
40, 240, 0.5829355722634213
41, 42, 0.6973685009746284
41, 39841, 0.07020968996643362
42, 43, 0.960290399531533
42, 242, 0.9043961614552575
43, 44, 0.3506628852632959
43, 39843, 0.16986406289686928
44, 45, 0.8294239434219013
44, 244, 0.6732661369576225
45, 46, 0.6146306506128878
45, 39845, 0.8522591220197386
46, 47, 0.17449316509211943
46, 246, 0.08133012893496627
47, 48, 0.5381169564948676
47, 39847, 0.7096419367627113
48, 49, 0.14390983262713875
48, 248, 0.6136579612171221
49, 50, 0.3022159852484979
49, 39849, 0.9920273363423102
50, 51, 0.7208013280580181
50, 250, 0.5158987831044359
51, 52, 0.5220922324223803
51, 39851, 0.33425864299344243
52, 53, 0.6884938182714678
52, 252, 0.8362922995922712
53, 54, 0.7711334455659237
53, 39853, 0.6819801320763699
54, 55, 0.32654571366694296
54, 254, 0.07068841234838441
55, 56, 0.5819989354981147
55, 39855, 0.6165143004904334
56, 57, 0.4644351164603352
56, 256, 0.7526189996853123
57, 58, 0.6301641488504028
57, 39857, 0.40779686039326535
58, 59, 0.6498915676842008
58, 258, 0.2978424547720714
59, 60, 0.1240011103835531
59, 39859, 0.8205112532220683
60, 61, 0.2956893622682808
60, 260, 0.9883874688800147
61, 62, 0.6633282066673324
61, 39861, 0.42939024959985606
62, 63, 0.8748878333468748
62, 262, 0.7307956241987167
63, 64, 0.7374172419521327
63, 39863, 0.01052994347288605
64, 65, 0.29187872170900475
64, 264, 0.0044368182843499415
65, 66, 0.8631488438215571
65, 39865, 0.6936506720296254
66, 67, 0.09128458937150374
66, 266, 0.9090492105148921
67, 68, 0.12391348150795345
67, 39867, 0.15619670765349447
68, 69, 0.6214865308103472
68, 268, 0.742698469350453
69, 70, 0.3291134041308347
69, 39869, 0.5503306781247082
70, 71, 0.27496624231705835
70, 270, 0.30754249112767074
71, 72, 0.6720680505804407
71, 39871, 0.5846646030051948
72, 73, 0.12160643138780791
72, 272, 0.920636737306814
73, 74, 0.0007250037219005412
73, 39873, 0.7695421089970459
74, 75, 0.22244680733019817
74, 274, 0.37620482983655024
75, 76, 0.28049075373241694
75, 39875, 0.0995839789568298
76, 77, 0.5678758212995016
76, 276, 0.38767958414867243
77, 78, 0.26829931811877095
77, 39877, 0.3333662352182001
78, 79, 0.1667856233632321
78, 278, 0.8829359820233472
79, 80, 0.9974389393254628
79, 39879, 0.9265813348403941
80, 81, 0.5873731392705
80, 280, 0.3855745736987214
81, 82, 0.36899483794359966
81, 39881, 0.18080107336881923
82, 83, 0.9282787171953951
82, 282, 0.650031924832129
83, 84, 0.4158266988884898
83, 39883, 0.06496966124545833
84, 85, 0.48156359651833824
84, 284, 0.5323248466875673
85, 86, 0.4640755983550007
85, 39885, 0.011751760940466704
86, 87, 0.1019499906520337
86, 286, 0.4267398063739113
87, 88, 0.6155890237378293
87, 39887, 0.7802761164184512
88, 89, 0.34872979194739473
88, 288, 0.5278616770948459
89, 90, 0.5204451708250198
89, 39889, 0.7698654780118088
90, 91, 0.9068994182595823
90, 290, 0.8740756773851334
91, 92, 0.05692765033981628
91, 39891, 0.603917160022229
92, 93, 0.7207398420895098
92, 292, 0.48920574824341456
93, 94, 0.239281543323548
93, 39893, 0.07882064443205283
94, 95, 0.47122029584699965
94, 294, 0.4872125208640966
95, 96, 0.6668126043633001
95, 39895, 0.7641704779791227
96, 97, 0.7136985082963052
96, 296, 0.8305184779391976
97, 98, 0.9353053629268845
97, 39897, 0.11871882186631066
98, 99, 0.30398714793791803
98, 298, 0.9975212495769982
99, 100, 0.2007078798469285
99, 39899, 0.3582413642615363
100, 101, 0.6743122212891318
100, 300, 0.6058632254549312
101, 102, 0.43525424655013345
101, 39901, 0.06372433169212033
102, 103, 0.71023909829294
102, 302, 0.7970392003083487
103, 104, 0.7841353271278304
103, 39903, 0.02026242710378401
104, 105, 0.004134790531234445
104, 304, 0.8610131427882586
105, 106, 0.3561044950095872
105, 39905, 0.14129198119151698
106, 107, 0.697158498322175
106, 306, 0.6608716960940112
107, 108, 0.8388039623837206
107, 39907, 0.9911346536104269
108, 109, 0.2154122660264659
108, 308, 0.8120775129442748
109, 110, 0.3975036486988799
109, 39909, 0.8048575109845438
110, 111, 0.9014666600574479
110, 310, 0.15302849695080445
111, 112, 0.2889372411410085
111, 39911, 0.07816598685334653
112, 113, 0.9722012015389933
112, 312, 0.7766653116283366
113, 114, 0.5910127150498503
113, 39913, 0.10874852393813472
114, 115, 0.8631771859992254
114, 314, 0.24980634601988438
115, 116, 0.9862960831787425
115, 39915, 0.15676512532350995
116, 117, 0.5878997105879182
116, 316, 0.8959314765217398
117, 118, 0.4169404146988478
117, 39917, 0.021614720292626677
118, 119, 0.1777446529257085
118, 318, 0.3702481431637896
119, 120, 0.26042784239433925
119, 39919, 0.025136847394462758
120, 121, 0.4930999651095488
120, 320, 0.32190660851652797
121, 122, 0.20336621738953975
121, 39921, 0.12485092292239597
122, 123, 0.10284192406791226
122, 322, 0.6700774773195375
123, 124, 0.9260272540353707
123, 39923, 0.18152251097958616
124, 125, 0.8563390270249598
124, 324, 0.2610332655129405
125, 126, 0.15705790158895871
125, 39925, 0.5740292291161689
126, 127, 0.9460409577644603
126, 326, 0.012315610615861172
127, 128, 0.5702016569112343
127, 39927, 0.9349618486810243
128, 129, 0.03392402535535699
128, 328, 0.4494428209185025
129, 130, 0.6374552128277253
129, 39929, 0.3246256794205422
130, 131, 0.7100597786010363
130, 330, 0.6429241601901708
131, 132, 0.310229602227474
131, 39931, 0.06478425117619346
132, 133, 0.4977246432029354
132, 332, 0.6790969691773187
133, 134, 0.8050500783161398
133, 39933, 0.8056734186287241
134, 135, 0.5799152216620442
134, 334, 0.6438275355435187
135, 136, 0.8715643738968728
135, 39935, 0.6116322265897655
136, 137, 0.5845057833230268
136, 336, 0.058964219110802074
137, 138, 0.9372918098414348
137, 39937, 0.5873681876069814
138, 139, 0.8792213405272813
138, 338, 0.5669336443354913
139, 140, 0.8723316658663071
139, 39939, 0.3781103028352394
140, 141, 0.3887328056228817
140, 340, 0.18049568320493825
141, 142, 0.9157223605475465
141, 39941, 0.5605014341926122
142, 143, 0.9355339430583454
142, 342, 0.10843308331279589
143, 144, 0.4023359161402267
143, 39943, 0.5408971583935425
144, 145, 0.8148280344761518
144, 344, 0.7708269354128969
145, 146, 0.8872427350040357
145, 39945, 0.7724103866088657
146, 147, 0.9304016960468725
146, 346, 0.9498753164485024
147, 148, 0.9093179489015688
147, 39947, 0.7440593222540391
148, 149, 0.8977815125007428
148, 348, 0.9619444863129225
149, 150, 0.17308314703529704
149, 39949, 0.7124229973351103
150, 151, 0.6634899423660582
150, 350, 0.9706120828970899
151, 152, 0.4660052187893907
151, 39951, 0.14525592015079203
152, 153, 0.6011265705480627
152, 352, 0.576731027084635
153, 154, 0.7354351129724868
153, 39953, 0.3379425506046644
154, 155, 0.4798199466276595
154, 354, 0.06197268735671091
155, 156, 0.16052717306472009
155, 39955, 0.5939427936896047
156, 157, 0.38260428226339094
156, 356, 0.558130596153039
157, 158, 0.6096990580162536
157, 39957, 0.7858660994981483
158, 159, 0.604361102380021
158, 358, 0.9193546667174116
159, 160, 0.33187912341031145
159, 39959, 0.4807142487562004
160, 161, 0.22788934313231557
160, 360, 0.9194882771457349
161, 162, 0.5325430190135124
161, 39961, 0.5558512433593162
162, 163, 0.6633694152362374
162, 362, 0.8493406651313781
163, 164, 0.8940328275347205
163, 39963, 0.48033302405436706
164, 165, 0.3102869105796603
164, 364, 0.6153944744014703
165, 166, 0.9296692984714013
165, 39965, 0.35852734577761924
166, 167, 0.2674599133548595
166, 366, 0.31124350922061017
167, 168, 0.020402627822160846
167, 39967, 0.1945038780535191
168, 169, 0.48748552558766545
168, 368, 0.11227065634399225
169, 170, 0.18239617693019616
169, 39969, 0.5329946236998234
170, 171, 0.3787193590294212
170, 370, 0.869471305157328
171, 172, 0.8607647975571229
171, 39971, 0.5799046122728172
172, 173, 0.8978821820707318
172, 372, 0.4540864957760997
173, 174, 0.06459879639250998
173, 39973, 0.7441087026226073
174, 175, 0.26768094747044824
174, 374, 0.9898371079022092
175, 176, 0.37331335848307434
175, 39975, 0.6981218955419952
176, 177, 0.7511033399018354
176, 376, 0.20664768265638622
177, 178, 0.2709808697213897
177, 39977, 0.24740431661509088
178, 179, 0.048622712885477704
178, 378, 0.43187062096887274
179, 180, 0.0911397899416756
179, 39979, 0.5544382265810228
180, 181, 0.12730515018606758
180, 380, 0.6234379216518207
181, 182, 0.8840663006551543
181, 39981, 0.01591298771934535
182, 183, 0.8098750942540622
182, 382, 0.9700837002017285
183, 184, 0.1115567483092208
183, 39983, 0.6636063417224712
184, 185, 0.8433470275104976
184, 384, 0.0018147029251328606
185, 186, 0.9029474785403387
185, 39985, 0.03502248733406654
186, 187, 0.5187190895615668
186, 386, 0.6734635282238067
187, 188, 0.5381057476168456
187, 39987, 0.09770807096268896
188, 189, 0.005970989203604171
188, 388, 0.3205438726531784
189, 190, 0.674577206088159
189, 39989, 0.8762799896964305
190, 191, 0.7896554127397234
190, 390, 0.2933950847306247
191, 192, 0.9933703327945491
191, 39991, 0.3551961233188832
192, 193, 0.4737280305803927
192, 392, 0.21591524550093366
193, 194, 0.2443498743534357
193, 39993, 0.5099549269159263
194, 195, 0.6553639051264954
194, 394, 0.7717514520180426
195, 196, 0.6464037127615079
195, 39995, 0.2583905441722283
196, 197, 0.4307601026389034
196, 396, 0.674743321628834
197, 198, 0.4976141370613225
197, 39997, 0.8704134220829618
198, 199, 0.7665192897186587
198, 398, 0.029670656132827933
199, 0, 0.7635319226102129
